customer_name,city,category,product,quantity,unit_price,total_price,order_date,order_id
Jamie Meza,Kermanshah,Sports,Football,1,30,30,2024-02-16,32
John Hopkins,Mashhad,Sports,Football,2,30,60,2024-09-12,33
Tina Scott,Qom,Home Appliances,Air Conditioner,1,2000,2000,2024-09-30,34
Thomas Howard,Ahvaz,Home Appliances,Vacuum Cleaner,3,300,900,2025-12-14,35
Courtney James,Karaj,Sports,Fitness Band,3,90,270,2025-01-04,36
Michele Lester,Kermanshah,Electronics,Tablet,1,500,500,2025-10-20,37
Jonathan Velazquez,Qom,Sports,Basketball,3,35,105,2025-01-07,38
Erin Nguyen,Rasht,Books,Python Programming,3,45,135,2025-03-15,39
Heather Proctor,Ahvaz,Books,Machine Learning,2,80,160,2024-02-15,40
Andrew Stark,Kermanshah,Books,Python Programming,1,45,45,2025-10-07,41
Margaret Hess,Kermanshah,Home Appliances,Vacuum Cleaner,4,300,1200,2024-02-21,42
Andrew Gonzalez,Karaj,Electronics,Tablet,1,500,500,2025-08-01,43
Kenneth Jackson,Isfahan,Sports,Football,3,30,90,2025-01-30,44
Timothy Craig,Ahvaz,Electronics,Tablet,5,500,2500,2024-04-29,45
David White,Shiraz,Books,Clean Code,3,55,165,2024-06-08,46
Seth Dalton,Karaj,Home Appliances,Microwave,2,220,440,2024-10-25,47
Zachary Rodgers,Ahvaz,Books,Data Science Handbook,2,60,120,2024-06-12,48
Anthony Hart,Rasht,Electronics,Laptop,5,1200,6000,2025-01-13,49
Willie Cole,Ahvaz,Sports,Fitness Band,2,90,180,2025-02-21,50
Noah Bowman,Rasht,Electronics,Smartphone,1,800,800,2024-01-27,51
Nicholas Smith,Shiraz,Home Appliances,Washing Machine,4,1500,6000,2024-12-12,52
Breanna Brown,Qom,Home Appliances,Vacuum Cleaner,1,300,300,2025-07-30,53
Ryan Moore,Tabriz,Sports,Basketball,5,35,175,2024-06-28,54
Mr. Eric Cooke,Shiraz,Electronics,Laptop,5,1200,6000,2025-11-19,55
Shelly Douglas,Kermanshah,Sports,Fitness Band,3,90,270,2025-02-25,56
Herbert Marsh,Tehran,Sports,Tennis Racket,1,180,180,2025-03-18,57
Sergio Young,Mashhad,Home Appliances,Air Conditioner,2,2000,4000,2024-05-30,58
Jennifer Juarez,Karaj,Books,Data Science Handbook,3,60,180,2025-05-21,59
Scott Ramirez,Qom,Sports,Tennis Racket,1,180,180,2024-10-27,60
Joseph Cline,Qom,Electronics,Smartphone,2,800,1600,2025-01-06,61
Donald Franklin,Qom,Home Appliances,Air Conditioner,2,2000,4000,2024-01-16,62
Sean Valdez,Tehran,Sports,Fitness Band,5,90,450,2025-11-14,63
Steven Evans,Karaj,Sports,Football,5,30,150,2025-03-27,64
Rebecca Simpson,Tehran,Sports,Football,1,30,30,2025-03-23,65
Mark Adams,Tehran,Home Appliances,Refrigerator,4,1800,7200,2025-06-23,66
Amy Adkins,Karaj,Sports,Basketball,5,35,175,2024-10-10,67
Crystal Mercer,Tehran,Sports,Basketball,5,35,175,2025-04-02,68
Matthew Anthony,Rasht,Books,Algorithms,3,70,210,2024-08-25,69
Michele Clark,Tabriz,Electronics,Smartphone,1,800,800,2025-11-23,70
Randy Price,Tehran,Electronics,Laptop,1,1200,1200,2025-08-17,71
Elizabeth Thomas,Ahvaz,Electronics,Tablet,3,500,1500,2025-02-09,72
Jessica Weeks,Shiraz,Sports,Tennis Racket,3,180,540,2024-03-05,73
Cynthia Hooper,Rasht,Home Appliances,Refrigerator,3,1800,5400,2024-02-02,74
Wesley Owens,Ahvaz,Sports,Tennis Racket,2,180,360,2025-08-30,75
Darren Wiley,Qom,Electronics,Smartphone,5,800,4000,2025-04-23,76
Robert Williams,Qom,Home Appliances,Refrigerator,4,1800,7200,2024-10-19,77
Megan Reed,Tabriz,Electronics,Tablet,3,500,1500,2025-12-17,78
Sarah Perez,Tehran,Books,Python Programming,5,45,225,2024-04-17,79
Kristen Jackson,Qom,Books,Machine Learning,5,80,400,2025-09-08,80
Kendra Payne,Shiraz,Sports,Basketball,5,35,175,2025-03-16,81
Gabrielle Smith,Rasht,Electronics,Tablet,3,500,1500,2024-11-10,82
Ashley Mcbride,Rasht,Sports,Tennis Racket,3,180,540,2025-04-29,83
Angela Lowe,Tabriz,Home Appliances,Washing Machine,5,1500,7500,2024-09-21,84
Zachary Perez,Kermanshah,Home Appliances,Refrigerator,1,1800,1800,2024-11-03,85
Brandon Jacobs,Kermanshah,Books,Machine Learning,2,80,160,2024-04-29,86
John Ward,Shiraz,Books,Clean Code,1,55,55,2025-12-07,87
John Rivera,Isfahan,Electronics,Laptop,3,1200,3600,2025-11-29,88
Tyler Townsend,Shiraz,Home Appliances,Refrigerator,3,1800,5400,2024-02-11,89
Holly Singh,Tabriz,Books,Clean Code,3,55,165,2025-11-10,90
Yvonne Curry,Ahvaz,Home Appliances,Vacuum Cleaner,4,300,1200,2025-06-29,91
William Rhodes,Qom,Books,Machine Learning,5,80,400,2024-02-14,92
Ronald Ortiz,Tabriz,Electronics,Smartphone,4,800,3200,2024-09-10,93
David Lopez,Mashhad,Books,Machine Learning,4,80,320,2024-02-24,94
Kaylee Robles,Qom,Electronics,Laptop,1,1200,1200,2025-05-18,95
Adrienne Navarro,Tehran,Books,Algorithms,1,70,70,2024-02-12,96
Stephanie Sanders,Tabriz,Home Appliances,Refrigerator,5,1800,9000,2025-11-15,97
Tony Marks,Kermanshah,Books,Clean Code,3,55,165,2025-06-15,98
Andrea Flores,Ahvaz,Books,Machine Learning,2,80,160,2025-12-09,99
Jill Davis,Isfahan,Books,Algorithms,4,70,280,2024-10-20,100
Alexis Gray,Qom,Books,Clean Code,3,55,165,2025-03-29,101
Erica Alexander,Kermanshah,Home Appliances,Microwave,2,220,440,2024-08-19,102
Susan Waters,Mashhad,Sports,Fitness Band,4,90,360,2025-03-28,103
Kathleen Lewis,Tabriz,Sports,Basketball,1,35,35,2024-12-21,104
Charles Owens,Rasht,Sports,Tennis Racket,1,180,180,2025-05-13,105
Joseph Brooks,Mashhad,Home Appliances,Microwave,4,220,880,2024-07-06,106
Michael Kelley,Isfahan,Electronics,Headphones,5,150,750,2025-05-23,107
Nicholas Roberts,Tabriz,Sports,Tennis Racket,4,180,720,2025-11-09,108
Clifford Stewart,Karaj,Sports,Tennis Racket,5,180,900,2024-02-25,109
Katherine Jennings,Tehran,Home Appliances,Vacuum Cleaner,2,300,600,2024-05-16,110
Melanie Alvarado,Shiraz,Books,Algorithms,5,70,350,2024-05-17,111
Mr. Mark Myers,Tehran,Electronics,Headphones,1,150,150,2025-11-24,112
Jill Howard,Tehran,Electronics,Tablet,1,500,500,2025-06-23,113
Cheryl Williams,Qom,Electronics,Tablet,4,500,2000,2024-06-28,114
Ashley Petty,Shiraz,Sports,Tennis Racket,4,180,720,2025-05-08,115
Tracy Roberts,Ahvaz,Home Appliances,Air Conditioner,5,2000,10000,2024-01-09,116
Catherine Jones,Karaj,Books,Algorithms,1,70,70,2025-09-15,117
Brian Price,Karaj,Electronics,Headphones,4,150,600,2024-10-09,118
Aaron Fletcher,Karaj,Books,Algorithms,3,70,210,2024-02-01,119
Christine Lopez,Ahvaz,Home Appliances,Vacuum Cleaner,3,300,900,2025-10-26,120
John Dean,Kermanshah,Sports,Fitness Band,4,90,360,2024-10-26,121
Carlos Kemp,Kermanshah,Electronics,Smartphone,3,800,2400,2024-05-08,122
Bryan Lee,Tabriz,Books,Machine Learning,4,80,320,2025-09-30,123
Natalie Kennedy,Tabriz,Electronics,Headphones,3,150,450,2025-09-16,124
Melissa Reynolds,Rasht,Home Appliances,Washing Machine,1,1500,1500,2025-04-23,125
Sarah Poole,Ahvaz,Books,Machine Learning,5,80,400,2024-06-22,126
Ashley Green,Ahvaz,Electronics,Laptop,4,1200,4800,2025-07-17,127
Edward Smith,Karaj,Home Appliances,Microwave,1,220,220,2024-09-23,128
Morgan Gonzales,Tabriz,Home Appliances,Washing Machine,2,1500,3000,2025-08-14,129
Bobby King,Qom,Books,Data Science Handbook,3,60,180,2024-04-03,130
Adam Carson,Tabriz,Home Appliances,Refrigerator,4,1800,7200,2025-05-03,131
Alexander Terry,Rasht,Electronics,Smart Watch,4,250,1000,2025-10-07,132
Michael Vasquez,Mashhad,Books,Clean Code,3,55,165,2024-08-02,133
Kenneth Jones,Karaj,Books,Data Science Handbook,1,60,60,2024-09-29,134
Michelle Williams,Tabriz,Sports,Basketball,3,35,105,2024-08-09,135
Joe Mills,Karaj,Home Appliances,Washing Machine,4,1500,6000,2024-06-22,136
Ashley Holt,Qom,Books,Machine Learning,5,80,400,2025-09-03,137
Nicole Parker,Qom,Sports,Fitness Band,2,90,180,2024-01-07,138
Michael Johnson,Rasht,Electronics,Headphones,2,150,300,2024-03-08,139
Jason Shaw,Ahvaz,Books,Machine Learning,1,80,80,2024-03-18,140
Audrey Singleton MD,Tabriz,Home Appliances,Air Conditioner,4,2000,8000,2025-11-26,141
Brandy Tucker,Shiraz,Home Appliances,Vacuum Cleaner,2,300,600,2025-06-18,142
Brenda Escobar,Isfahan,Books,Python Programming,4,45,180,2025-08-01,143
John Phillips,Rasht,Sports,Tennis Racket,2,180,360,2025-01-12,144
Caitlin Parker,Isfahan,Books,Algorithms,5,70,350,2025-11-07,145
Daisy Rhodes,Karaj,Home Appliances,Vacuum Cleaner,1,300,300,2024-01-24,146
Joyce Johnson,Mashhad,Books,Python Programming,5,45,225,2024-06-29,147
Jennifer Woodard,Qom,Electronics,Smartphone,3,800,2400,2024-02-08,148
Samuel Bennett,Qom,Sports,Tennis Racket,4,180,720,2025-12-17,149
Lisa Gutierrez,Rasht,Home Appliances,Vacuum Cleaner,4,300,1200,2025-01-30,150
Sharon Wilcox,Kermanshah,Home Appliances,Air Conditioner,5,2000,10000,2025-02-01,151
Christine Garcia,Kermanshah,Books,Algorithms,4,70,280,2024-02-28,152
Jaclyn Moore,Kermanshah,Sports,Football,1,30,30,2025-05-17,153
Ellen Campbell,Qom,Books,Data Science Handbook,4,60,240,2025-07-23,154
Brent Lopez,Karaj,Sports,Football,5,30,150,2024-04-14,155
Jonathan Stark,Mashhad,Books,Python Programming,4,45,180,2025-10-19,156
Tasha Velez,Tehran,Home Appliances,Refrigerator,1,1800,1800,2024-09-26,157
Mariah Ashley,Qom,Home Appliances,Air Conditioner,1,2000,2000,2025-05-14,158
Sara Thompson,Karaj,Electronics,Laptop,1,1200,1200,2025-12-19,159
Lisa Wilkerson,Shiraz,Books,Machine Learning,5,80,400,2024-03-17,160
Ashley Lee,Qom,Home Appliances,Washing Machine,4,1500,6000,2024-08-09,161
Rachael Jenkins,Karaj,Electronics,Smart Watch,5,250,1250,2025-04-05,162
Sharon Fitzpatrick,Isfahan,Home Appliances,Air Conditioner,3,2000,6000,2025-10-29,163
Carlos Morgan,Kermanshah,Home Appliances,Vacuum Cleaner,5,300,1500,2025-01-16,164
Charles Coffey,Rasht,Sports,Basketball,4,35,140,2025-06-09,165
Henry Lewis,Rasht,Sports,Tennis Racket,3,180,540,2025-04-07,166
Zachary Rivera,Isfahan,Home Appliances,Washing Machine,1,1500,1500,2024-08-17,167
Angel Smith,Karaj,Electronics,Smart Watch,2,250,500,2025-03-18,168
Geoffrey Watson,Ahvaz,Sports,Tennis Racket,4,180,720,2024-04-08,169
Mr. Jeffrey Salazar II,Qom,Electronics,Headphones,2,150,300,2024-10-19,170
Heather Cook PhD,Karaj,Home Appliances,Vacuum Cleaner,4,300,1200,2024-02-26,171
Michael Mack,Ahvaz,Sports,Basketball,4,35,140,2024-04-20,172
Nancy Martinez,Ahvaz,Home Appliances,Air Conditioner,4,2000,8000,2025-01-19,173
Julie Chavez,Shiraz,Books,Data Science Handbook,4,60,240,2024-07-02,174
Matthew Chavez,Rasht,Sports,Basketball,3,35,105,2024-04-22,175
Rachel Stephens,Isfahan,Sports,Fitness Band,3,90,270,2024-06-12,176
Erin Harding,Qom,Sports,Football,1,30,30,2025-10-23,177
Yvonne Horton,Tehran,Sports,Fitness Band,3,90,270,2024-01-30,178
Christopher Fleming,Mashhad,Sports,Tennis Racket,2,180,360,2025-09-06,179
Eddie Harris,Qom,Home Appliances,Refrigerator,5,1800,9000,2025-02-17,180
Paul Moore,Karaj,Electronics,Headphones,4,150,600,2024-04-12,181
Tracy Little,Shiraz,Electronics,Smartphone,5,800,4000,2025-12-04,182
Michelle Dominguez,Tehran,Books,Algorithms,3,70,210,2024-04-30,183
Gloria Davis,Tehran,Electronics,Laptop,1,1200,1200,2024-03-13,184
Melissa Gordon,Tehran,Books,Clean Code,3,55,165,2025-11-30,185
Aaron Tapia,Qom,Home Appliances,Refrigerator,4,1800,7200,2025-12-08,186
Renee Kennedy,Rasht,Home Appliances,Washing Machine,3,1500,4500,2024-01-03,187
Haley King,Karaj,Sports,Basketball,4,35,140,2025-02-18,188
Sherri Reyes,Shiraz,Home Appliances,Refrigerator,4,1800,7200,2024-02-22,189
Michael Hernandez,Rasht,Electronics,Headphones,4,150,600,2024-01-11,190
Emily Scott,Shiraz,Books,Data Science Handbook,1,60,60,2025-07-08,191
Carmen Zimmerman,Shiraz,Books,Algorithms,5,70,350,2025-10-16,192
Emily Ruiz,Qom,Home Appliances,Washing Machine,3,1500,4500,2025-11-13,193
Bonnie Richardson,Rasht,Sports,Running Shoes,5,120,600,2025-03-19,194
Jenny Cisneros,Kermanshah,Electronics,Smartphone,4,800,3200,2025-08-18,195
Paul Frazier,Rasht,Books,Clean Code,3,55,165,2025-05-08,196
Kathryn Lloyd,Tabriz,Books,Python Programming,4,45,180,2024-05-03,197
Elizabeth Barnes,Karaj,Sports,Basketball,2,35,70,2024-03-08,198
Travis Hayes,Shiraz,Home Appliances,Microwave,3,220,660,2025-10-26,199
Victor Dudley,Karaj,Books,Clean Code,5,55,275,2025-07-17,200
Karen Green,Qom,Home Appliances,Air Conditioner,4,2000,8000,2025-11-08,201
Gwendolyn Palmer,Kermanshah,Electronics,Headphones,2,150,300,2025-05-26,202
Patricia Marshall,Karaj,Sports,Fitness Band,2,90,180,2025-01-19,203
John Hernandez,Tehran,Books,Machine Learning,2,80,160,2025-07-05,204
Dr. Angela Odonnell MD,Isfahan,Sports,Fitness Band,3,90,270,2025-06-06,205
Brian Smith,Karaj,Sports,Fitness Band,5,90,450,2025-05-13,206
Melinda Hernandez,Qom,Electronics,Smartphone,2,800,1600,2025-01-26,207
Jon Jensen,Mashhad,Sports,Basketball,4,35,140,2024-10-14,208
Joseph Wilson,Tabriz,Home Appliances,Vacuum Cleaner,3,300,900,2024-05-07,209
Crystal Mullins,Rasht,Sports,Basketball,2,35,70,2025-11-08,210
Savannah Smith,Shiraz,Sports,Running Shoes,2,120,240,2025-06-27,211
Christine Schultz,Rasht,Books,Machine Learning,3,80,240,2025-11-29,212
Jacob Gates,Mashhad,Electronics,Smartphone,1,800,800,2024-10-11,213
Dillon Lopez,Kermanshah,Home Appliances,Air Conditioner,2,2000,4000,2024-04-28,214
Jasmine Keller,Tabriz,Home Appliances,Washing Machine,4,1500,6000,2025-02-09,215
Rebecca Hill,Kermanshah,Sports,Running Shoes,5,120,600,2024-11-30,216
Andrew Clark,Tehran,Electronics,Headphones,5,150,750,2024-03-28,217
Terry Wells,Shiraz,Home Appliances,Refrigerator,1,1800,1800,2025-07-28,218
Michelle Williams,Mashhad,Electronics,Smart Watch,5,250,1250,2025-02-14,219
Robert Garcia,Tehran,Books,Data Science Handbook,2,60,120,2024-10-11,220
Kathleen Johnson,Kermanshah,Home Appliances,Refrigerator,3,1800,5400,2025-12-07,221
Andrew Harrison,Mashhad,Electronics,Headphones,5,150,750,2025-06-14,222
Johnny Hahn,Isfahan,Home Appliances,Microwave,5,220,1100,2024-09-14,223
Jamie Martin,Mashhad,Sports,Tennis Racket,3,180,540,2024-09-10,224
Brittany Baxter,Tehran,Sports,Tennis Racket,5,180,900,2025-06-28,225
Brenda Burke,Isfahan,Sports,Football,3,30,90,2024-05-09,226
Amy Mason,Isfahan,Home Appliances,Vacuum Cleaner,3,300,900,2024-05-20,227
Meagan Stewart,Ahvaz,Electronics,Tablet,5,500,2500,2025-08-09,228
Scott Strickland,Mashhad,Sports,Tennis Racket,1,180,180,2025-12-24,229
Brianna Ferguson,Karaj,Sports,Tennis Racket,5,180,900,2024-08-18,230
Terri Long,Kermanshah,Home Appliances,Air Conditioner,4,2000,8000,2024-12-18,231
Jenna Hill PhD,Isfahan,Electronics,Laptop,3,1200,3600,2024-10-27,232
Kim Washington,Qom,Home Appliances,Microwave,3,220,660,2025-09-11,233
Thomas Hansen,Tabriz,Books,Clean Code,1,55,55,2025-06-02,234
Jacqueline Thomas,Shiraz,Sports,Running Shoes,5,120,600,2025-02-27,235
Leonard Zuniga,Karaj,Home Appliances,Washing Machine,2,1500,3000,2025-01-30,236
Benjamin Rivera,Qom,Sports,Fitness Band,1,90,90,2025-11-03,237
Elizabeth Waters,Kermanshah,Electronics,Headphones,5,150,750,2024-01-29,238
Cheryl Lewis,Mashhad,Books,Clean Code,3,55,165,2024-09-01,239
Thomas Adams,Kermanshah,Electronics,Tablet,5,500,2500,2025-06-26,240
Monica Vargas,Rasht,Sports,Football,3,30,90,2025-06-12,241
Patricia Baker,Kermanshah,Electronics,Headphones,4,150,600,2025-12-14,242
Kathleen Rodriguez,Tehran,Home Appliances,Refrigerator,2,1800,3600,2025-11-29,243
Kristin Crawford,Karaj,Sports,Basketball,5,35,175,2024-10-04,244
Kim Perez,Rasht,Books,Clean Code,2,55,110,2024-10-10,245
Amanda Howard,Isfahan,Sports,Basketball,3,35,105,2024-08-25,246
Rebecca Smith,Tabriz,Electronics,Headphones,5,150,750,2025-02-18,247
Jordan Bailey,Mashhad,Books,Machine Learning,1,80,80,2024-04-11,248
Richard Mercado,Rasht,Electronics,Smartphone,5,800,4000,2025-03-23,249
Sean Boyd,Qom,Electronics,Tablet,2,500,1000,2024-05-27,250
Amy Singh,Ahvaz,Sports,Running Shoes,1,120,120,2025-02-17,251
Jason Wilkinson,Karaj,Books,Machine Learning,5,80,400,2024-10-18,252
Melissa Lynn DDS,Kermanshah,Books,Python Programming,4,45,180,2024-11-10,253
Donald Copeland,Isfahan,Electronics,Smart Watch,5,250,1250,2025-08-27,254
Maria Jones,Tehran,Home Appliances,Air Conditioner,3,2000,6000,2024-03-29,255
Alicia Davis,Ahvaz,Books,Data Science Handbook,4,60,240,2024-10-29,256
Jacob Doyle,Tehran,Sports,Running Shoes,4,120,480,2024-08-08,257
Jaclyn Lester,Isfahan,Electronics,Smart Watch,1,250,250,2025-04-01,258
Erica Cooper,Shiraz,Electronics,Smartphone,5,800,4000,2025-08-13,259
Russell Martinez,Mashhad,Books,Data Science Handbook,1,60,60,2024-10-05,260
Kristine Snyder,Qom,Electronics,Laptop,5,1200,6000,2025-04-06,261
Lauren Jackson,Mashhad,Sports,Basketball,4,35,140,2024-02-02,262
Jo Fischer,Shiraz,Electronics,Smart Watch,1,250,250,2024-01-23,263
Emily Schultz,Qom,Sports,Tennis Racket,2,180,360,2025-09-19,264
Charles Shelton,Karaj,Books,Algorithms,5,70,350,2024-04-26,265
Tina Erickson,Shiraz,Home Appliances,Vacuum Cleaner,5,300,1500,2024-02-10,266
Eric Figueroa,Karaj,Electronics,Laptop,5,1200,6000,2024-09-10,267
Daniel Morales,Kermanshah,Sports,Tennis Racket,1,180,180,2025-11-21,268
Patricia Holden,Isfahan,Books,Clean Code,5,55,275,2024-09-09,269
Holly Lucas,Mashhad,Books,Algorithms,2,70,140,2025-11-09,270
Dustin Allen,Ahvaz,Home Appliances,Vacuum Cleaner,4,300,1200,2025-07-29,271
Chris Clayton,Karaj,Electronics,Smartphone,5,800,4000,2025-05-23,272
Susan Young,Tehran,Sports,Basketball,5,35,175,2024-06-12,273
Scott Logan,Karaj,Home Appliances,Refrigerator,1,1800,1800,2024-09-02,274
Shannon Thompson,Tehran,Home Appliances,Microwave,4,220,880,2024-08-28,275
Heather Villa,Karaj,Books,Data Science Handbook,3,60,180,2024-02-21,276
Marissa Poole,Mashhad,Sports,Basketball,2,35,70,2025-12-16,277
Mrs. Sandra Hogan,Qom,Sports,Basketball,4,35,140,2025-01-10,278
Emily Hamilton,Kermanshah,Electronics,Laptop,2,1200,2400,2025-03-01,279
Dylan Smith,Kermanshah,Sports,Football,3,30,90,2024-11-29,280
Aaron Guzman,Tabriz,Home Appliances,Air Conditioner,2,2000,4000,2024-01-20,281
Mary Carrillo,Isfahan,Home Appliances,Refrigerator,3,1800,5400,2024-02-02,282
Linda Joseph,Tehran,Sports,Football,2,30,60,2025-01-04,283
Amanda Hughes,Kermanshah,Electronics,Tablet,5,500,2500,2024-03-14,284
Amy Vincent,Rasht,Electronics,Tablet,5,500,2500,2024-11-14,285
Harold Buckley,Tabriz,Home Appliances,Vacuum Cleaner,3,300,900,2025-07-07,286
Teresa Garcia,Kermanshah,Home Appliances,Washing Machine,3,1500,4500,2025-09-19,287
Michael Schultz,Isfahan,Electronics,Smart Watch,2,250,500,2024-12-20,288
Bobby Calderon,Isfahan,Books,Data Science Handbook,1,60,60,2024-11-26,289
Regina Johnson,Qom,Home Appliances,Refrigerator,1,1800,1800,2025-12-17,290
Erik Snow,Tabriz,Books,Machine Learning,1,80,80,2024-09-09,291
Jared Marshall,Rasht,Home Appliances,Refrigerator,5,1800,9000,2025-03-06,292
Elizabeth Todd,Tabriz,Books,Data Science Handbook,1,60,60,2024-07-01,293
Candace Bennett,Shiraz,Sports,Football,1,30,30,2025-06-09,294
Patricia Price,Mashhad,Home Appliances,Air Conditioner,4,2000,8000,2024-04-10,295
Laura Hatfield,Rasht,Home Appliances,Refrigerator,3,1800,5400,2025-09-05,296
Grant Randolph,Kermanshah,Books,Machine Learning,4,80,320,2024-08-31,297
Vanessa Gardner,Shiraz,Sports,Running Shoes,4,120,480,2024-05-07,298
Robert Austin,Rasht,Home Appliances,Refrigerator,1,1800,1800,2024-10-04,299
Michael Davila,Qom,Electronics,Tablet,5,500,2500,2025-01-25,300
Michael Brady,Mashhad,Sports,Tennis Racket,2,180,360,2025-07-17,301
Michelle Coleman,Kermanshah,Home Appliances,Microwave,4,220,880,2025-07-16,302
Jose Brown,Mashhad,Electronics,Smart Watch,3,250,750,2025-03-05,303
Joseph Tran,Ahvaz,Sports,Tennis Racket,4,180,720,2024-10-06,304
Ashley Rodriguez,Mashhad,Books,Python Programming,4,45,180,2024-01-27,305
Brian Hughes,Isfahan,Home Appliances,Refrigerator,3,1800,5400,2024-01-20,306
Charlotte Carlson,Tabriz,Sports,Basketball,1,35,35,2025-04-07,307
Stephen Cook,Kermanshah,Home Appliances,Air Conditioner,3,2000,6000,2025-11-22,308
Gregory Doyle,Ahvaz,Books,Clean Code,5,55,275,2024-10-11,309
Dr. Amanda Johnson DDS,Shiraz,Home Appliances,Washing Machine,4,1500,6000,2025-01-20,310
Steven George,Tabriz,Sports,Football,1,30,30,2025-09-16,311
Christopher Wilson,Isfahan,Sports,Basketball,3,35,105,2025-07-24,312
Russell Galloway,Isfahan,Sports,Fitness Band,2,90,180,2025-06-27,313
Thomas Williams,Isfahan,Electronics,Headphones,1,150,150,2025-06-01,314
Donald Morris,Shiraz,Home Appliances,Washing Machine,3,1500,4500,2024-03-30,315
Michael Wells,Ahvaz,Sports,Basketball,4,35,140,2025-10-28,316
Laura Mccormick,Ahvaz,Sports,Basketball,2,35,70,2024-07-07,317
Logan Hampton,Rasht,Home Appliances,Washing Machine,2,1500,3000,2024-11-19,318
Richard Smith,Karaj,Books,Clean Code,1,55,55,2025-04-01,319
David Simmons,Ahvaz,Electronics,Tablet,4,500,2000,2025-09-09,320
Jennifer Welch,Qom,Sports,Running Shoes,3,120,360,2025-10-27,321
Karen Norris,Isfahan,Electronics,Headphones,1,150,150,2024-09-12,322
Frank Rogers,Mashhad,Books,Data Science Handbook,4,60,240,2025-08-03,323
Janice Vasquez,Tabriz,Home Appliances,Washing Machine,1,1500,1500,2025-03-09,324
Michael Gonzales,Mashhad,Sports,Running Shoes,5,120,600,2024-01-11,325
Thomas Grant,Tabriz,Sports,Tennis Racket,2,180,360,2024-11-02,326
Dr. Linda Mccarthy,Mashhad,Books,Python Programming,5,45,225,2024-09-28,327
Wendy Wells,Ahvaz,Sports,Running Shoes,2,120,240,2024-03-28,328
Christopher Marks,Tabriz,Home Appliances,Air Conditioner,1,2000,2000,2024-10-16,329
Nicholas Stevens,Shiraz,Books,Algorithms,5,70,350,2024-07-11,330
Patrick Hernandez,Isfahan,Books,Machine Learning,2,80,160,2024-09-10,331
Robert Martinez,Tabriz,Sports,Fitness Band,1,90,90,2025-08-29,332
Angela Reyes,Kermanshah,Electronics,Smartphone,3,800,2400,2025-12-23,333
Holly Ryan,Qom,Electronics,Tablet,3,500,1500,2024-05-19,334
Tami Vincent,Karaj,Books,Data Science Handbook,4,60,240,2025-08-01,335
Drew Price,Ahvaz,Sports,Football,1,30,30,2024-02-23,336
Aaron Taylor,Rasht,Home Appliances,Microwave,2,220,440,2025-12-08,337
Tamara Hall,Isfahan,Electronics,Smart Watch,3,250,750,2025-02-28,338
Marco Williams,Rasht,Electronics,Laptop,4,1200,4800,2025-04-29,339
